student_id,programme,types,keywords,prerequisites
201576028,Biological and Medical Sciences,"Image analysis,Journalism,Computer modelling,Data analysis,Meta-analysis","Anatomy,Musculoskeletal ageing,Gastrointestinal infections,Respiratory infections,Dental Innovation","LIFE204,LIFE207,LIFE221,LIFE227,LIFE229"
201576332,Biochemistry,"Data analysis,Systematic Review,Laboratory,Health Research,Bioinformatics","Structural biology,Cell signalling,Protein structure and function,Neurobiology and Neuropathology,Bioinformatics","LIFE201,LIFE202,LIFE203,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201576348,Anatomy and Human Biology,"Laboratory,Meta-analysis,Systematic Review,Health Research,Journalism","Musculoskeletal biology,Musculoskeletal ageing,Cardiotoxicity,Anatomy,Sepsis and acute inflammatory conditions","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201576473,Biological Sciences,"Laboratory,Grant proposal,Computational project,Health Research,Outreach","Clinical drug development,Designing educational resources,Drug discovery,Outreach and public engagement,Working with local schools","LIFE210,LIFE221,LIFE223,LIFE224,LIFE237"
201576844,Biochemistry,"Health Research,Laboratory,Image analysis,Field,Data analysis","Calcium regulation,Cell signalling,Pre-clinical drug development,Cancer immunology,Drug discovery","LIFE201,LIFE202,LIFE203,LIFE207,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201577318,Zoology,"Field,Laboratory,Journalism,Image analysis,Data analysis","Companion animals  and health data,Anatomy,Conservation  biology and environmental change,Development,Animal behaviour","LIFE211,LIFE212,LIFE213,LIFE215,LIFE216,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201577438,Biochemistry,"Health Research,Outreach,Market Analysis,Grant proposal,Education Research","Infection biology,Molecular cell biology,Cancer cell signalling,Musculoskeletal ageing,Designing educational resources","LIFE201,LIFE202,LIFE203,LIFE209,LIFE227,LIFE237,LIFE242,LIFE245"
201579122,Zoology,"Journalism,Field,School,GIS analysis,Outreach","Ecology,Conservation  biology and environmental change,Animals in society,Evolution and adaptation,Designing educational resources","LIFE211,LIFE212,LIFE213,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201579490,Biological Sciences,"Health Research,Education Research,Outreach,Journalism,Data analysis","Educational research,Outreach and public engagement,Neurobiology and Neuropathology,Global health,Infection biology","LIFE202,LIFE204,LIFE205,LIFE208,LIFE221,LIFE223,LIFE227,LIFE232,LIFE236"
201583247,Biological Sciences,"Laboratory,Bioinformatics,Journalism,Image analysis,Grant proposal","Neurobiology and Neuropathology,Cancer genetics,Cancer cell signalling,Cell signalling,Molecular cell biology","LIFE201,LIFE202,LIFE204,LIFE207,LIFE208,LIFE223,LIFE226,LIFE227,LIFE229,LIFE232"
201584449,Biological Sciences,"Laboratory,Health Research,Field,Outreach,Systematic Review","Infection biology,Emerging infections and pandemic threats,Wildlife and zoonotic disease,Global health,Human immunology","LIFE202,LIFE209,LIFE210,LIFE221,LIFE223,LIFE225,LIFE227,LIFE228,LIFE236,LIFE240"
201584810,Biological and Medical Sciences,"Laboratory,Grant proposal,Systematic Review,Health Research,Journalism","Musculoskeletal ageing,Cancer medicine,Cancer microenvironment,Cancer cell signalling,Global health","LIFE202,LIFE204,LIFE205,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201585740,Biological Sciences,"Laboratory,Systematic Review,Health Research,Data analysis,Grant proposal","Cancer immunology,Cancer microenvironment,Cancer cell signalling,Cancer genetics,Cardiotoxicity","LIFE202,LIFE204,LIFE205,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE232,LIFE242"
201585750,Biological Sciences,"GIS analysis,Field,Data analysis,Laboratory,Meta-analysis","Ecology,Conservation  biology and environmental change,Plant ecology,Animal behaviour,Wildlife and zoonotic disease","LIFE201,LIFE212,LIFE213,LIFE214,LIFE223,LIFE225,LIFE230,LIFE238,LIFE243"
201586629,Microbiology and Infection,"Laboratory,Image analysis,Bioinformatics,Data analysis,Meta-analysis","Molecular cell biology,Plant science,Protein structure and function,Host-microbe biology and co-evolution,Gastrointestinal infections","LIFE202,LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE236,LIFE237"
201590183,Biological and Medical Sciences,"Laboratory,Health Research,Outreach,Journalism,School","Emerging infections and pandemic threats,Cancer cell signalling,One health,Drug safety,Global health","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201590198,Biological and Medical Sciences,"Laboratory,Health Research,Field,School,Outreach","Cardiac electrophysiology,Cardiotoxicity,Anatomy,Respiratory infections,Gastrointestinal infections","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE234,LIFE242"
201590227,Anatomy and Human Biology,"Health Research,Grant proposal,Laboratory,Field,Outreach","Neurobiology and Neuropathology,Biomechanics,Musculoskeletal ageing,Dental Innovation,Educational research","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201590418,Biological and Medical Sciences,"Laboratory,Data analysis,Health Research,Systematic Review,Outreach","Drug safety,Clinical drug development,Gastrointestinal infections,One health,Infection biology","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201591527,Biological and Medical Sciences,"Systematic Review,Data analysis,Laboratory,Health Research,Market Analysis","Drug safety,Gastrointestinal infections,Clinical drug development,Cardiotoxicity,Neurobiology and Neuropathology","LIFE204,LIFE206,LIFE207,LIFE221,LIFE229,LIFE234"
201599159,Microbiology and Infection,"Data analysis,Meta-analysis,Systematic Review,Health Research,Field","Cell signalling,Infection biology,Host-microbe biology and co-evolution,Drug discovery,Emerging infections and pandemic threats","LIFE202,LIFE209,LIFE210,LIFE221,LIFE223"
201600964,Zoology,"Laboratory,Field,Data analysis,Image analysis,Bioinformatics","Animal behaviour,Evolution and adaptation,Conservation  biology and environmental change,Ecology,Anatomy","LIFE204,LIFE211,LIFE212,LIFE213,LIFE214,LIFE225,LIFE228,LIFE230,LIFE233"
201608906,Biological Sciences,"Laboratory,Field,Meta-analysis,Data analysis,Systematic Review","Host-microbe biology and co-evolution,Infection biology,Parasitology and vector borne disease,Molecular cell biology,Cell signalling","LIFE201,LIFE202,LIFE209,LIFE210,LIFE213,LIFE223,LIFE225,LIFE228,LIFE236,LIFE237"
201610267,Biological and Medical Sciences,"Education Research,Health Research,Journalism,Data analysis,School","Cell signalling,Calcium regulation,Cancer genetics,Cancer cell signalling,Infection biology","LIFE202,LIFE204,LIFE207,LIFE208,LIFE221,LIFE223,LIFE225,LIFE227,LIFE228,LIFE229"
201610656,Microbiology and Infection,"Field,Data analysis,Meta-analysis,Laboratory,Health Research","Host-microbe biology and co-evolution,Infection biology,Respiratory infections,Emerging infections and pandemic threats,Gastrointestinal infections","LIFE202,LIFE208,LIFE209,LIFE210,LIFE221,LIFE223,LIFE225,LIFE226,LIFE227,LIFE228"
201610764,Biological and Medical Sciences,"Market Analysis,Journalism,Education Research,Health Research,Data analysis","One health,Gastrointestinal infections,Global health,Outreach and public engagement,Neurobiology and Neuropathology","LIFE202,LIFE204,LIFE206,LIFE207,LIFE209,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201611023,Biological Sciences,"Meta-analysis,Data analysis,Systematic Review,Laboratory,Field","Animal welfare research,Parasitology and vector borne disease,Ruminant health and welfare,Companion animals  and health data,Infection biology","LIFE211,LIFE212,LIFE215,LIFE216,LIFE217,LIFE223,LIFE227,LIFE228,LIFE233,LIFE239"
201611401,Biological and Medical Sciences,"Journalism,Systematic Review,Education Research,Health Research,Market Analysis","Dental Innovation,Clinical drug development,Drug discovery,Cancer medicine,Pre-clinical drug development","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE234,LIFE237"
201612698,Bioveterinary Sciences,"Bioinformatics,Field,Education Research,School,Health Research","Ruminant health and welfare,Animal welfare research,Outreach and public engagement,Animals in society,Biomechanics","LIFE211,LIFE212,LIFE215,LIFE216,LIFE217,LIFE223,LIFE227,LIFE230,LIFE239"
201612702,Biological and Medical Sciences,"Laboratory,Bioinformatics,Meta-analysis,Field,Data analysis","Gastrointestinal infections,Respiratory infections,Emerging infections and pandemic threats,Host-microbe biology and co-evolution,Infection biology","LIFE202,LIFE204,LIFE207,LIFE209,LIFE221,LIFE223,LIFE227,LIFE228,LIFE237,LIFE242"
201613157,Anatomy and Human Biology,"Health Research,Field,Outreach,School,Market Analysis","Anatomy,Biomechanics,Musculoskeletal biology,Gastrointestinal infections,Cardiotoxicity","LIFE205,LIFE218,LIFE219,LIFE223,LIFE229,LIFE232,LIFE235"
201613599,Biochemistry,"Laboratory,Bioinformatics,Data analysis,Grant proposal,Outreach","Cancer cell signalling,Cancer genetics,Calcium regulation,Cell signalling,Bioinformatics","LIFE201,LIFE202,LIFE203,LIFE207,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201613601,Biological and Medical Sciences,"Health Research,Laboratory,Data analysis,Education Research,Image analysis","Oral Microbiology,Dental Innovation,Cancer cell signalling,Ophthalmology - Tissue engineering and regenerative medicine,Cancer medicine","LIFE202,LIFE204,LIFE206,LIFE207,LIFE223,LIFE224,LIFE225,LIFE227,LIFE229,LIFE245"
201613647,Biological and Medical Sciences,"Journalism,School,Health Research,Outreach,Laboratory","Anatomy,Global health,Working with local schools,Emerging infections and pandemic threats,Gastrointestinal infections","LIFE202,LIFE204,LIFE205,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE234,LIFE242"
201613706,Zoology,"Field,Laboratory,GIS analysis,Computer modelling,Meta-analysis","Ecology,Conservation  biology and environmental change,Animal behaviour,Evolution and adaptation,Animals in society","LIFE211,LIFE212,LIFE213,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
201613746,Biological Sciences,"Systematic Review,Market Analysis,Health Research,Laboratory,Meta-analysis","Global health,One health,Animals in society,Emerging infections and pandemic threats,Companion animals  and health data","LIFE211,LIFE212,LIFE213,LIFE214,LIFE216,LIFE223,LIFE230,LIFE233,LIFE236,LIFE237"
201614388,Biological and Medical Sciences,"Laboratory,Image analysis,Health Research,Data analysis,Meta-analysis","Neurobiology and Neuropathology,Respiratory infections,Global health,Emerging infections and pandemic threats,Gastrointestinal infections","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE236"
201614724,Biochemistry,"Laboratory,Health Research,Data analysis,School,Education Research","Cell signalling,Calcium regulation,Cardiotoxicity,Sepsis and acute inflammatory conditions,Educational research","LIFE201,LIFE202,LIFE203,LIFE204,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201615454,Bioveterinary Sciences,"Data analysis,Computational project,Computer modelling,Systematic Review,Laboratory","Ruminant health and welfare,Animal welfare research,Companion animals  and health data,Infection biology,Parasitology and vector borne disease","LIFE211,LIFE215,LIFE216,LIFE217,LIFE223,LIFE225,LIFE227,LIFE230,LIFE239,LIFE240"
201615709,Biological Sciences,"Health Research,Systematic Review,Meta-analysis,Outreach,Market Analysis","Neurobiology and Neuropathology,Cell signalling,Biomechanics,Musculoskeletal biology,Musculoskeletal ageing","LIFE201,LIFE202,LIFE204,LIFE205,LIFE221,LIFE223,LIFE227,LIFE229,LIFE232,LIFE236"
201615859,Biological and Medical Sciences,"Meta-analysis,Health Research,Data analysis,Bioinformatics,Education Research","Anatomy,Cancer medicine,Neurobiology and Neuropathology,Global health,Protein structure and function","LIFE202,LIFE204,LIFE207,LIFE208,LIFE221,LIFE223,LIFE227,LIFE229,LIFE236,LIFE242"
201615881,Biological and Medical Sciences,"Laboratory,Data analysis,Health Research,Field,Journalism","Cancer genetics,Cancer immunology,Cardiac electrophysiology,Evolution and adaptation,Musculoskeletal ageing","LIFE202,LIFE204,LIFE205,LIFE207,LIFE208,LIFE223,LIFE225,LIFE227,LIFE228,LIFE229"
201615916,Biological and Medical Sciences,"Laboratory,Data analysis,Grant proposal,Market Analysis,Bioinformatics","Cancer genetics,Cancer immunology,Neurobiology and Neuropathology,Drug discovery,Pre-clinical drug development","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201616177,Biochemistry,"Meta-analysis,Data analysis,Bioinformatics,Computer modelling,Computational project","Cancer genetics,Cancer cell signalling,Bioinformatics,Development,Multi-omics","LIFE201,LIFE202,LIFE203,LIFE208,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201616351,Biological and Medical Sciences,"Meta-analysis,Health Research,Journalism,Data analysis,Systematic Review","Emerging infections and pandemic threats,Gastrointestinal infections,Dental Innovation,Respiratory infections,Cardiotoxicity","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201616465,Biological and Medical Sciences,"Health Research,Market Analysis,Systematic Review,Meta-analysis,Data analysis","Global health,Emerging infections and pandemic threats,Drug discovery,Clinical drug development,Cancer immunology","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201616479,Biological Sciences,"Data analysis,Laboratory,Bioinformatics,Meta-analysis,Health Research","Sepsis and acute inflammatory conditions,Respiratory infections,Infection biology,Host-microbe biology and co-evolution,Oral Microbiology","LIFE202,LIFE207,LIFE209,LIFE210,LIFE221,LIFE223,LIFE227,LIFE228,LIFE234,LIFE237"
201616557,Biological and Medical Sciences,"Health Research,Data analysis,Meta-analysis,Systematic Review,Market Analysis","Cancer immunology,Infection biology,Biomechanics,Cancer cell signalling,Cancer genetics","LIFE202,LIFE204,LIFE206,LIFE207,LIFE227"
201616974,Bioveterinary Sciences,"Health Research,Journalism,Data analysis,Meta-analysis,Field","Companion animals  and health data,Animal behaviour,Evolution and adaptation,Animals in society,Animal welfare research","LIFE211,LIFE212,LIFE215,LIFE216,LIFE217,LIFE223,LIFE225,LIFE227,LIFE230,LIFE239"
201616975,Biological Sciences,"Data analysis,Systematic Review,Grant proposal,Meta-analysis,Laboratory","Neurobiology and Neuropathology,Sepsis and acute inflammatory conditions,Gastrointestinal infections,Respiratory infections,Musculoskeletal ageing","LIFE204,LIFE205,LIFE206,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE232,LIFE234"
201617123,Biological and Medical Sciences,"Field,School,Laboratory,Education Research,Outreach","Cell signalling,Educational research,Musculoskeletal biology,Designing educational resources,Musculoskeletal ageing","LIFE202,LIFE204,LIFE205,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201617155,Anatomy and Human Biology,"Meta-analysis,Health Research,Data analysis,Systematic Review,Market Analysis","Cardiotoxicity,Musculoskeletal ageing,Sepsis and acute inflammatory conditions,Biomechanics,Gastrointestinal infections","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201617527,Biological Sciences,"Computational project,Computer modelling,Laboratory,Data analysis,Bioinformatics","Protein structure and function,Molecular cell biology,Cell signalling,Drug discovery,Bioinformatics","LIFE201,LIFE203,LIFE210,LIFE213,LIFE223,LIFE225,LIFE228,LIFE237,LIFE245"
201617670,Bioveterinary Sciences,"Field,Laboratory,Health Research,Image analysis,Data analysis","Musculoskeletal biology,Musculoskeletal ageing,Companion animals  and health data,Ruminant health and welfare,Animal welfare research","LIFE211,LIFE212,LIFE215,LIFE216,LIFE217,LIFE223,LIFE227,LIFE230,LIFE237,LIFE239"
201617696,Anatomy and Human Biology,"Laboratory,Health Research,Systematic Review,Meta-analysis,Data analysis","Cardioprotection,Sepsis and acute inflammatory conditions,Dental Innovation,Musculoskeletal biology,Anatomy","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201617859,Biological and Medical Sciences,"Meta-analysis,Systematic Review,Data analysis,Education Research,Health Research","Drug safety,Anatomy,Dental Innovation,Drug discovery,Clinical drug development","LIFE202,LIFE204,LIFE205,LIFE207,LIFE221,LIFE223,LIFE227,LIFE229,LIFE234,LIFE242"
201617869,Biological and Medical Sciences,"Laboratory,Health Research,Data analysis,Systematic Review,Meta-analysis","Parasitology and vector borne disease,Infection biology,Biomechanics,Respiratory infections,Cardiac electrophysiology","LIFE202,LIFE204,LIFE207,LIFE209,LIFE221,LIFE223,LIFE227,LIFE229,LIFE236,LIFE242"
201617873,Anatomy and Human Biology,"School,Education Research,Grant proposal,Outreach,Health Research","Dental Innovation,Working with local schools,Anatomy,Educational research,Practical curriculum development","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201617954,Biological and Medical Sciences,"School,Education Research,Journalism,Outreach,Market Analysis","Designing educational resources,Working with local schools,Educational research,Outreach and public engagement,Cancer outreach","LIFE202,LIFE204,LIFE205,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE229,LIFE236"
201617986,Biochemistry,"Laboratory,Image analysis,Bioinformatics,Data analysis,Journalism","Cancer immunology,Cancer genetics,Cancer cell signalling,Cell signalling,Molecular cell biology","LIFE201,LIFE202,LIFE203,LIFE221,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201618171,Biological and Medical Sciences,"Meta-analysis,Systematic Review,Data analysis,Health Research,Market Analysis","Drug discovery,Drug safety,Clinical drug development,Pre-clinical drug development,Anatomy","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201618281,Biochemistry,"Data analysis,Bioinformatics,Computational project,Computer modelling,Image analysis","Multi-omics,Bioinformatics,Protein structure and function,Drug discovery,Cancer immunology","LIFE201,LIFE202,LIFE203,LIFE208,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237,LIFE245"
201618601,Biological and Medical Sciences,"Laboratory,Image analysis,Health Research,Data analysis,Market Analysis","Drug safety,Cancer cell signalling,Ophthalmology - image analysis,Molecular cell biology,Outreach and public engagement","LIFE202,LIFE204,LIFE207,LIFE208,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201618650,Bioveterinary Sciences,"Field,Meta-analysis,Health Research,Laboratory,Image analysis","Musculoskeletal ageing,Musculoskeletal biology,Anatomy,Animals in society,Animal welfare research","LIFE211,LIFE212,LIFE215,LIFE216,LIFE217,LIFE223,LIFE227,LIFE230,LIFE237,LIFE239"
201618655,Anatomy and Human Biology,"Field,Laboratory,Image analysis,Health Research,Systematic Review","Dental Innovation,Development,Anatomy,Cardiotoxicity,Sepsis and acute inflammatory conditions","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201618720,Biological and Medical Sciences,"Laboratory,Data analysis,Meta-analysis,Field,Health Research","Cancer genetics,Cancer microenvironment,Drug safety,Cancer cell signalling,Clinical drug development","LIFE201,LIFE202,LIFE204,LIFE206,LIFE207,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201618812,Biological and Medical Sciences,"Laboratory,Education Research,Outreach,Health Research,School","Neurobiology and Neuropathology,Anatomy,Global health,Structural biology,One health","LIFE202,LIFE204,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227"
201618855,Anatomy and Human Biology,"Health Research,Laboratory,Data analysis,Systematic Review,Image analysis","Musculoskeletal ageing,Anatomy,Cardiac electrophysiology,Ophtalmology - Tissue engineering and regenerative medicine,Sepsis and acute inflammatory conditions","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201618916,Biological and Medical Sciences,"Outreach,Health Research,Market Analysis,Systematic Review,Meta-analysis","Cancer outreach,Clinical drug development,Drug safety,Cancer genetics,Outreach and public engagement","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201618957,Biological and Medical Sciences,"Laboratory,Computer modelling,Data analysis,Systematic Review,Meta-analysis","Infection biology,Cancer immunology,Respiratory infections,Clinical drug development,Molecular cell biology","LIFE202,LIFE204,LIFE207,LIFE208,LIFE221,LIFE225,LIFE227,LIFE228,LIFE237"
201618981,Biological Sciences,"Market Analysis,Data analysis,Journalism,Outreach,Meta-analysis","Global health,Outreach and public engagement,Cancer outreach,Emerging infections and pandemic threats,One health","LIFE202,LIFE204,LIFE207,LIFE211,LIFE217,LIFE223,LIFE227,LIFE229,LIFE232,LIFE239"
201618983,Biological Sciences,"Journalism,Systematic Review,Outreach,Education Research,Market Analysis","Cardiotoxicity,Drug safety,Clinical drug development,Drug discovery,Cancer outreach","LIFE202,LIFE207,LIFE208,LIFE210,LIFE221,LIFE223,LIFE227,LIFE234,LIFE237,LIFE242"
201618996,Biochemistry,"Laboratory,Health Research,Meta-analysis,Systematic Review,Grant proposal","Infection biology,Host-microbe biology and co-evolution,Molecular cell biology,Cardiotoxicity,Cell signalling","LIFE201,LIFE202,LIFE203,LIFE209,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201619059,Biological and Medical Sciences,"School,Education Research,Systematic Review,Meta-analysis,Journalism","Working with local schools,Educational research,Practical curriculum development,Pre-clinical drug development,Designing educational resources","LIFE202,LIFE204,LIFE206,LIFE207,LIFE221,LIFE223"
201619139,Anatomy and Human Biology,"Outreach,Laboratory,Health Research,Image analysis,Market Analysis","Anatomy,Gastrointestinal infections,Cancer outreach,Drug discovery,Sepsis and acute inflammatory conditions","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201619157,Biological and Medical Sciences,"Data analysis,Meta-analysis,Health Research,Field,Systematic Review","Cancer cell signalling,Cardiotoxicity,Respiratory infections,Cancer immunology,Gastrointestinal infections","LIFE202,LIFE204,LIFE205,LIFE206,LIFE207,LIFE223,LIFE225,LIFE229,LIFE236"
201619232,Anatomy and Human Biology,"Field,Laboratory,Outreach,Bioinformatics,Health Research","Anatomy,Musculoskeletal biology,Development,Drug discovery,Biomechanics","LIFE204,LIFE207,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE234,LIFE235"
201619383,Biological and Medical Sciences,"Image analysis,Laboratory,Journalism,Computer modelling,Health Research","Cancer cell signalling,Musculoskeletal ageing,Cancer genetics,Cancer microenvironment,Neurobiology and Neuropathology","LIFE202,LIFE204,LIFE205,LIFE207,LIFE208,LIFE223,LIFE225,LIFE227,LIFE229,LIFE234"
201619524,Biochemistry,"Laboratory,Health Research,Bioinformatics,Data analysis,Field","Drug discovery,Pre-clinical drug development,Cancer medicine,Molecular cell biology,Drug safety","LIFE201,LIFE202,LIFE203,LIFE207,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201620179,Anatomy and Human Biology,"Laboratory,Field,Health Research,Image analysis,Computer modelling","Neurobiology and Neuropathology,Ophthalmology - Tissue engineering and regenerative medicine,Anatomy,Drug discovery,Ophthalmology - image analysis","LIFE204,LIFE205,LIFE218,LIFE219,LIFE220,LIFE223,LIFE229,LIFE232,LIFE235"
201620295,Biological and Medical Sciences,"Laboratory,Meta-analysis,Computer modelling,Data analysis,Image analysis","Cell signalling,Molecular cell biology,Cancer cell signalling,Calcium regulation,Cancer microenvironment","LIFE201,LIFE202,LIFE204,LIFE207,LIFE208,LIFE223,LIFE224,LIFE225,LIFE227,LIFE237"
201620540,Biochemistry,"Laboratory,Meta-analysis,Health Research,Data analysis,Grant proposal","Drug discovery,Cardiotoxicity,Dental Innovation,Pre-clinical drug development,Protein structure and function","LIFE201,LIFE202,LIFE203,LIFE207,LIFE223,LIFE224,LIFE227,LIFE237,LIFE242,LIFE245"
201620697,Zoology,"Field,Data analysis,Laboratory,Meta-analysis,Computer modelling","Conservation  biology and environmental change,Evolution and adaptation,Ecology,Animal behaviour,Development","LIFE208,LIFE211,LIFE213,LIFE214,LIFE223,LIFE230,LIFE233,LIFE238,LIFE243"
